Team,CR,CCOP,CCSP,P,DR,IBS,OBS,CRN,INT,BLK,TKL,FC,AW,BR,DW,AKS,CL,LMT,poss
Lazio,19.473684210526315,10.289473684210526,1.3421052631578947,389.7894736842105,9.026315789473683,9.789473684210526,6.36842105263158,5.947368421052633,11.31578947368421,3.5789473684210527,17.263157894736842,13.210526315789476,16.710526315789473,62.10526315789475,52.631578947368425,0.2368421052631579,19.263157894736842,0.02631578947368421,0.505
Sampdoria,16.789473684210527,7.078947368421053,0.7631578947368421,425.4473684210528,7.2894736842105265,6.921052631578947,5.894736842105262,4.421052631578949,9.631578947368421,3.2105263157894735,17.026315789473685,12.973684210526313,13.0,60.23684210526316,50.10526315789475,0.5263157894736842,19.894736842105264,0.02631578947368421,0.537
Bologna,19.34210526315789,7.052631578947367,1.2894736842105263,288.89473684210526,7.157894736842105,7.7105263157894735,5.526315789473684,5.447368421052633,9.894736842105264,3.736842105263158,18.13157894736842,13.578947368421053,20.34210526315789,57.57894736842106,58.657894736842096,0.2368421052631579,21.184210526315788,0.02631578947368421,0.462
Sassuolo,17.368421052631582,8.0,1.0526315789473684,405.9210526315789,9.421052631578947,6.973684210526316,6.605263157894738,4.868421052631579,9.921052631578947,2.8947368421052637,13.894736842105265,13.894736842105265,12.710526315789476,55.97368421052632,49.42105263157895,0.2368421052631579,20.5,0.07894736842105263,0.531
Udinese,15.394736842105265,7.315789473684211,0.9210526315789472,281.0526315789473,8.710526315789473,6.078947368421053,6.157894736842105,4.3157894736842115,10.0,4.2368421052631575,17.184210526315788,13.289473684210524,19.05263157894737,55.55263157894736,56.5,0.02631578947368421,25.5,0.0,0.448
SPAL 2013,22.73684210526316,7.026315789473684,1.368421052631579,347.9473684210526,7.2105263157894735,7.421052631578947,4.7368421052631575,5.157894736842105,10.131578947368421,3.5789473684210527,15.342105263157894,13.13157894736842,15.710526315789476,54.23684210526316,52.0,0.13157894736842105,21.05263157894737,0.05263157894736842,0.504
Fiorentina,20.526315789473685,9.394736842105264,1.5526315789473684,323.3157894736842,7.973684210526316,9.078947368421053,6.36842105263158,6.2105263157894735,10.842105263157897,3.421052631578948,15.63157894736842,14.789473684210524,17.315789473684212,58.842105263157904,53.78947368421053,0.21052631578947367,21.842105263157894,0.0,0.504
Cagliari,20.894736842105264,6.184210526315789,1.5526315789473684,353.76315789473676,4.657894736842105,7.078947368421053,4.421052631578949,5.0,9.078947368421053,3.2894736842105265,15.842105263157894,15.078947368421053,22.947368421052627,58.631578947368425,54.76315789473684,0.18421052631578946,20.526315789473685,0.05263157894736842,0.494
Parma Calcio 1913,13.473684210526313,4.868421052631579,0.9473684210526316,239.5263157894737,7.342105263157895,5.447368421052633,3.9210526315789473,3.7894736842105265,10.473684210526317,4.815789473684211,15.23684210526316,12.973684210526313,15.36842105263158,54.81578947368421,48.76315789473684,0.02631578947368421,26.921052631578952,0.02631578947368421,0.41
Genoa,20.894736842105264,7.763157894736842,1.7368421052631582,269.9473684210526,7.526315789473684,7.842105263157895,6.2105263157894735,4.894736842105263,11.23684210526316,3.0,17.63157894736842,14.710526315789476,20.42105263157895,59.026315789473685,57.68421052631579,0.13157894736842105,21.105263157894736,0.02631578947368421,0.447
Empoli,16.736842105263158,6.921052631578947,0.8684210526315791,358.39473684210526,8.605263157894736,7.973684210526316,4.131578947368421,4.921052631578949,8.763157894736842,3.5,14.526315789473687,12.052631578947368,11.710526315789476,57.026315789473685,46.05263157894736,0.2894736842105263,19.526315789473685,0.10526315789473684,0.482
Frosinone,21.44736842105263,6.789473684210527,1.0526315789473684,276.3684210526316,5.578947368421051,6.921052631578947,5.078947368421051,4.2105263157894735,10.105263157894736,3.947368421052632,15.052631578947368,14.73684210526316,17.236842105263158,58.42105263157895,51.07894736842106,0.10526315789473684,22.23684210526316,0.05263157894736842,0.431
Chievo,17.815789473684212,6.184210526315789,0.9736842105263158,305.65789473684214,5.184210526315789,5.526315789473684,4.7631578947368425,3.4473684210526314,12.447368421052632,3.4736842105263164,16.315789473684212,15.447368421052632,19.184210526315788,57.39473684210525,52.368421052631575,0.02631578947368421,24.105263157894736,0.05263157894736842,0.447
